GEOID,Census Tract,County,ttl_nrE,ttl_nrM,undrg_E,undrg_M,grd_ppE,grd_ppM,totalenrol,totalenr_1,difference
24001001800,Census Tract 18, Allegany County,2832,289,2280,285,108,51,2388,2708,-320
24005420100,Census Tract 4201, Baltimore County,782,176,114,57,48,33,162,192,-30
24005491100,Census Tract 4911, Baltimore County,1344,192,327,141,64,38,391,310,81
24005403402,Census Tract 4034.02, Baltimore County,1165,453,112,67,29,36,141,336,-195
24510120400,Census Tract 1204, Baltimore city,564,164,141,69,26,24,167,168,-1
24005401506,Census Tract 4015.06, Baltimore County,1350,206,205,95,106,67,311,522,-211
24005404403,Census Tract 4044.03, Baltimore County,1577,369,207,118,84,68,291,589,-298
24033801406,Census Tract 8014.06, Prince George's County,750,168,80,77,71,64,151,303,-152
24033807407,Census Tract 8074.07, Prince George's County,1382,374,323,183,231,133,554,780,-226
24031700611,Census Tract 7006.11, Montgomery County,1858,159,296,112,41,30,337,423,-86
24031702101,Census Tract 7021.01, Montgomery County,1821,267,452,149,21,23,473,564,-91
24029950500,Census Tract 9505, Kent County,483,147,53,38,0,12,53,70,-17
24047951700,Census Tract 9517, Worcester County,678,234,44,33,25,41,69,247,-178
24017850500,Census Tract 8505, Charles County,558,122,79,44,39,31,118,226,-108
24510060100,Census Tract 601, Baltimore city,462,169,90,76,50,38,140,175,-35
24510150702,Census Tract 1507.02, Baltimore city,355,165,7,10,57,56,64,91,-27
24017851100,Census Tract 8511, Charles County,826,204,231,129,49,31,280,103,177
24003740103,Census Tract 7401.03, Anne Arundel County,1741,431,402,163,102,84,504,685,-181
24031705501,Census Tract 7055.01, Montgomery County,265,94,10,21,106,74,116,156,-40
24031705701,Census Tract 7057.01, Montgomery County,1386,187,103,69,128,56,231,241,-10
24015030400,Census Tract 304, Cecil County,1240,330,189,146,60,57,249,145,104
24015030700,Census Tract 307, Cecil County,960,163,110,60,47,40,157,152,5
24027602700,Census Tract 6027, Howard County,1784,159,194,82,88,56,282,273,9
24003706500,Census Tract 7065, Anne Arundel County,970,258,110,85,101,73,211,396,-185
24033800606,Census Tract 8006.06, Prince George's County,1474,388,333,159,224,116,557,555,2
24033801411,Census Tract 8014.11, Prince George's County,741,211,50,42,18,21,68,259,-191
24031701317,Census Tract 7013.17, Montgomery County,1303,202,200,86,16,20,216,272,-56
24027606805,Census Tract 6068.05, Howard County,1071,124,173,75,123,57,296,338,-42
24005492500,Census Tract 4925, Baltimore County,2699,598,2679,595,0,12,2679,2867,-188
24041960600,Census Tract 9606, Talbot County,269,74,26,25,23,24,49,71,-22
24041960201,Census Tract 9602.01, Talbot County,771,146,194,82,49,33,243,106,137
24041960502,Census Tract 9605.02, Talbot County,913,183,123,70,85,58,208,235,-27
24005408506,Census Tract 4085.06, Baltimore County,1302,389,598,275,107,95,705,635,70
24013507802,Census Tract 5078.02, Carroll County,1151,211,282,112,20,21,302,363,-61
24031701506,Census Tract 7015.06, Montgomery County,1113,175,243,86,105,67,348,300,48
24027603004,Census Tract 6030.04, Howard County,1933,265,390,186,81,62,471,422,49
24027604002,Census Tract 6040.02, Howard County,2455,337,421,127,58,62,479,555,-76
24005491500,Census Tract 4915, Baltimore County,1193,275,498,183,96,66,594,532,62
24031701205,Census Tract 7012.05, Montgomery County,2123,194,189,100,169,85,358,433,-75
24031701407,Census Tract 7014.07, Montgomery County,1399,242,358,136,127,84,485,524,-39
24031702500,Census Tract 7025, Montgomery County,1050,276,219,109,498,173,717,848,-131
24043001001,Census Tract 10.01, Washington County,907,243,136,94,47,45,183,211,-28
24005411404,Census Tract 4114.04, Baltimore County,757,164,87,61,45,27,132,231,-99
24005450900,Census Tract 4509, Baltimore County,611,168,234,140,22,25,256,184,72
24033802804,Census Tract 8028.04, Prince George's County,1028,285,92,70,76,69,168,262,-94
24021751003,Census Tract 7510.03, Frederick County,1359,224,243,133,108,68,351,320,31
24001002100,Census Tract 21, Allegany County,617,112,67,34,23,30,90,216,-126
24003740900,Census Tract 7409, Anne Arundel County,2205,374,330,136,207,105,537,666,-129
24027605502,Census Tract 6055.02, Howard County,1346,359,344,186,206,130,550,418,132
24005452000,Census Tract 4520, Baltimore County,361,124,43,33,51,44,94,60,34
24027602800,Census Tract 6028, Howard County,1901,278,361,126,76,59,437,504,-67
24033800513,Census Tract 8005.13, Prince George's County,1748,371,225,117,170,104,395,557,-162
24033800103,Census Tract 8001.03, Prince George's County,550,190,75,59,71,54,146,165,-19
24021775600,Census Tract 7756, Frederick County,1097,134,109,53,73,48,182,229,-47
24021750802,Census Tract 7508.02, Frederick County,1631,314,587,256,168,80,755,189,566
24021751203,Census Tract 7512.03, Frederick County,383,51,64,26,23,16,87,99,-12
24005452300,Census Tract 4523, Baltimore County,539,149,40,42,0,12,40,17,23
24047950800,Census Tract 9508, Worcester County,1318,245,257,146,21,35,278,182,96
24031701703,Census Tract 7017.03, Montgomery County,929,186,197,72,140,96,337,417,-80
24041960300,Census Tract 9603, Talbot County,1035,254,229,103,32,35,261,223,38
24510250301,Census Tract 2503.01, Baltimore city,731,179,65,50,17,21,82,167,-85
24031701004,Census Tract 7010.04, Montgomery County,2080,324,487,130,79,57,566,390,176
24031702401,Census Tract 7024.01, Montgomery County,560,85,83,49,18,16,101,171,-70
24031702402,Census Tract 7024.02, Montgomery County,1202,284,156,88,365,148,521,457,64
24031702601,Census Tract 7026.01, Montgomery County,728,222,179,132,348,120,527,860,-333
24005420401,Census Tract 4204.01, Baltimore County,2093,368,146,143,71,116,217,417,-200
24033801404,Census Tract 8014.04, Prince George's County,791,202,56,41,82,53,138,245,-107
24003731203,Census Tract 7312.03, Anne Arundel County,2058,269,313,159,80,73,393,566,-173
24043000800,Census Tract 8, Washington County,626,143,35,38,28,25,63,202,-139
24005406000,Census Tract 4060, Baltimore County,1573,301,261,166,34,38,295,387,-92
24005407002,Census Tract 4070.02, Baltimore County,1485,196,281,112,89,50,370,411,-41
24037875300,Census Tract 8753, St. Mary's County,430,142,75,50,15,25,90,179,-89
24037875600,Census Tract 8756, St. Mary's County,2071,392,347,183,250,112,597,801,-204
24003731311,Census Tract 7313.11, Anne Arundel County,2036,322,545,195,210,113,755,652,103
24005403602,Census Tract 4036.02, Baltimore County,1832,250,254,113,134,85,388,313,75
24005420900,Census Tract 4209, Baltimore County,581,182,114,60,42,51,156,161,-5
24025303102,Census Tract 3031.02, Harford County,720,85,129,53,29,22,158,215,-57
24005450100,Census Tract 4501, Baltimore County,774,180,191,112,78,56,269,260,9
24005411102,Census Tract 4111.02, Baltimore County,690,139,211,80,40,31,251,248,3
24025303603,Census Tract 3036.03, Harford County,2268,283,426,171,86,50,512,572,-60
24019970300,Census Tract 9703, Dorchester County,929,227,44,38,64,47,108,289,-181
24005492001,Census Tract 4920.01, Baltimore County,288,69,78,39,13,15,91,133,-42
24033803300,Census Tract 8033, Prince George's County,1283,211,169,94,52,55,221,268,-47
24031700311,Census Tract 7003.11, Montgomery County,3318,354,440,162,228,91,668,576,92
24045010603,Census Tract 106.03, Wicomico County,1558,482,672,266,233,104,905,676,229
24045010501,Census Tract 105.01, Wicomico County,1864,366,571,274,36,29,607,632,-25
24045010701,Census Tract 107.01, Wicomico County,861,204,124,72,37,42,161,175,-14
24021751201,Census Tract 7512.01, Frederick County,1586,243,419,131,110,73,529,528,1
24043010801,Census Tract 108.01, Washington County,991,152,177,96,69,65,246,235,11
24047950300,Census Tract 9503, Worcester County,301,122,147,88,27,31,174,139,35
24033807404,Census Tract 8074.04, Prince George's County,1727,310,502,183,156,82,658,486,172
24033800514,Census Tract 8005.14, Prince George's County,1905,245,433,141,238,102,671,739,-68
24003740601,Census Tract 7406.01, Anne Arundel County,2003,256,352,106,179,103,531,552,-21
24033807200,Census Tract 8072, Prince George's County,13224,548,13090,546,125,59,13215,14243,-1028
24033800507,Census Tract 8005.07, Prince George's County,744,181,196,90,22,23,218,420,-202
24033801305,Census Tract 8013.05, Prince George's County,1587,255,301,146,128,80,429,276,153
24510080200,Census Tract 802, Baltimore city,246,107,55,48,0,12,55,56,-1
24033800409,Census Tract 8004.09, Prince George's County,1476,413,603,226,69,72,672,539,133
24025302802,Census Tract 3028.02, Harford County,868,229,257,84,88,59,345,553,-208
24033803608,Census Tract 8036.08, Prince George's County,2160,357,545,143,79,47,624,352,272
24033804600,Census Tract 8046, Prince George's County,803,125,114,49,47,29,161,167,-6
24033800108,Census Tract 8001.08, Prince George's County,1020,251,152,65,197,130,349,315,34
24021766800,Census Tract 7668, Frederick County,2683,225,1840,223,213,127,2053,1962,91
24037875700,Census Tract 8757, St. Mary's County,1644,292,234,115,16,28,250,422,-172
24037876200,Census Tract 8762, St. Mary's County,2732,333,1696,292,39,46,1735,1946,-211
24037875202,Census Tract 8752.02, St. Mary's County,1602,369,314,156,117,111,431,448,-17
24027603001,Census Tract 6030.01, Howard County,1710,191,138,77,141,93,279,304,-25
24033801706,Census Tract 8017.06, Prince George's County,420,101,60,32,0,12,60,71,-11
24033806710,Census Tract 8067.10, Prince George's County,1477,256,497,202,215,138,712,651,61
24033807405,Census Tract 8074.05, Prince George's County,1126,305,308,161,92,69,400,633,-233
24033801214,Census Tract 8012.14, Prince George's County,866,195,103,64,27,26,130,274,-144
24033801904,Census Tract 8019.04, Prince George's County,699,221,147,77,24,31,171,221,-50
24031703401,Census Tract 7034.01, Montgomery County,1156,171,244,112,17,25,261,297,-36
24031700810,Census Tract 7008.10, Montgomery County,1279,287,227,78,134,73,361,343,18
24003730401,Census Tract 7304.01, Anne Arundel County,1390,314,364,217,89,66,453,412,41
24033805700,Census Tract 8057, Prince George's County,1298,315,366,130,117,51,483,449,34
24033800509,Census Tract 8005.09, Prince George's County,2402,525,482,240,319,221,801,664,137
24025303700,Census Tract 3037, Harford County,869,183,106,56,86,55,192,208,-16
24031701215,Census Tract 7012.15, Montgomery County,1323,320,330,180,370,163,700,471,229
24031700720,Census Tract 7007.20, Montgomery County,1028,151,163,67,49,29,212,206,6
24003730604,Census Tract 7306.04, Anne Arundel County,2256,269,374,143,213,108,587,505,82
24005402509,Census Tract 4025.09, Baltimore County,2970,549,846,321,180,108,1026,1153,-127
24021752303,Census Tract 7523.03, Frederick County,890,130,145,67,33,33,178,153,25
24033806400,Census Tract 8064, Prince George's County,1169,180,322,157,305,101,627,532,95
24510210100,Census Tract 2101, Baltimore city,511,155,108,64,147,58,255,313,-58
24003740201,Census Tract 7402.01, Anne Arundel County,1886,402,531,235,117,89,648,571,77
24510150900,Census Tract 1509, Baltimore city,799,233,156,94,43,41,199,244,-45
24033802406,Census Tract 8024.06, Prince George's County,562,156,97,49,43,32,140,135,5
24033807408,Census Tract 8074.08, Prince George's County,1239,476,130,95,159,89,289,476,-187
24003731003,Census Tract 7310.03, Anne Arundel County,1100,200,212,111,73,38,285,329,-44
24031703216,Census Tract 7032.16, Montgomery County,547,168,223,92,48,60,271,276,-5
24033800701,Census Tract 8007.01, Prince George's County,2094,349,341,136,227,144,568,374,194
24013507703,Census Tract 5077.03, Carroll County,570,119,78,51,96,69,174,265,-91
24013513001,Census Tract 5130.01, Carroll County,1307,205,306,99,73,45,379,290,89
24510261000,Census Tract 2610, Baltimore city,701,312,9,14,75,57,84,132,-48
24031706013,Census Tract 7060.13, Montgomery County,888,115,100,53,49,28,149,160,-11
24003740500,Census Tract 7405, Anne Arundel County,3321,703,854,358,601,269,1455,1630,-175
24003708004,Census Tract 7080.04, Anne Arundel County,1731,272,249,132,43,52,292,290,2
24005410200,Census Tract 4102, Baltimore County,1291,124,220,69,44,28,264,307,-43
24005408200,Census Tract 4082, Baltimore County,454,68,89,57,54,39,143,104,39
24005402506,Census Tract 4025.06, Baltimore County,1383,261,352,119,63,44,415,391,24
24005402604,Census Tract 4026.04, Baltimore County,1361,350,251,175,152,110,403,286,117
24021751904,Census Tract 7519.04, Frederick County,1086,154,215,87,36,31,251,232,19
24005411409,Census Tract 4114.09, Baltimore County,1373,199,383,119,130,67,513,495,18
24510080102,Census Tract 801.02, Baltimore city,521,147,68,43,5,7,73,157,-84
24510130600,Census Tract 1306, Baltimore city,544,154,97,53,245,93,342,454,-112
24510200200,Census Tract 2002, Baltimore city,341,210,22,29,14,24,36,152,-116
24510100100,Census Tract 1001, Baltimore city,466,226,39,32,0,12,39,73,-34
24011955201,Census Tract 9552.01, Caroline County,858,155,80,44,29,22,109,163,-54
24510270805,Census Tract 2708.05, Baltimore city,1403,303,286,133,119,61,405,275,130
24017850102,Census Tract 8501.02, Charles County,522,165,66,32,19,16,85,95,-10
24027606601,Census Tract 6066.01, Howard County,965,229,193,85,40,30,233,202,31
24031701219,Census Tract 7012.19, Montgomery County,1170,306,175,66,122,69,297,467,-170
24027605602,Census Tract 6056.02, Howard County,2423,438,897,284,280,128,1177,750,427
24001001900,Census Tract 19, Allegany County,706,124,70,42,36,30,106,143,-37
24001001502,Census Tract 15.02, Allegany County,345,167,124,136,4,7,128,159,-31
24015030903,Census Tract 309.03, Cecil County,1222,227,263,118,0,17,263,166,97
24015030100,Census Tract 301, Cecil County,857,217,248,119,27,33,275,228,47
24005430700,Census Tract 4307, Baltimore County,1081,154,202,105,61,47,263,455,-192
24031706008,Census Tract 7060.08, Montgomery County,1794,203,367,121,31,30,398,181,217
24025301106,Census Tract 3011.06, Harford County,1239,213,274,108,88,53,362,450,-88
24005404502,Census Tract 4045.02, Baltimore County,1016,230,259,128,56,54,315,362,-47
24005490100,Census Tract 4901, Baltimore County,791,101,89,44,60,45,149,202,-53
24510271501,Census Tract 2715.01, Baltimore city,975,138,34,28,82,50,116,194,-78
24510271700,Census Tract 2717, Baltimore city,716,219,170,125,82,78,252,277,-25
24005404101,Census Tract 4041.01, Baltimore County,1473,334,224,123,212,116,436,444,-8
24005408304,Census Tract 4083.04, Baltimore County,739,136,18,32,0,12,18,166,-148
24031701704,Census Tract 7017.04, Montgomery County,905,116,160,51,28,23,188,233,-45
24013505207,Census Tract 5052.07, Carroll County,1132,118,209,74,98,80,307,234,73
24005408100,Census Tract 4081, Baltimore County,1471,247,214,133,90,66,304,272,32
24005411202,Census Tract 4112.02, Baltimore County,813,218,242,133,55,62,297,264,33
24033801906,Census Tract 8019.06, Prince George's County,421,106,89,42,13,12,102,75,27
24021751301,Census Tract 7513.01, Frederick County,835,134,97,52,23,27,120,200,-80
24021750300,Census Tract 7503, Frederick County,284,94,67,46,40,27,107,72,35
24039930600,Census Tract 9306, Somerset County,537,123,72,56,0,12,72,117,-45
24033800214,Census Tract 8002.14, Prince George's County,1106,299,400,163,38,37,438,166,272
24033800208,Census Tract 8002.08, Prince George's County,2914,476,712,282,417,185,1129,829,300
24033800209,Census Tract 8002.09, Prince George's County,1069,255,201,88,10,15,211,272,-61
24005403300,Census Tract 4033, Baltimore County,640,109,113,44,45,32,158,187,-29
24033800601,Census Tract 8006.01, Prince George's County,375,122,116,51,35,22,151,164,-13
24033801310,Census Tract 8013.10, Prince George's County,1316,254,361,177,57,64,418,329,89
24033801313,Census Tract 8013.13, Prince George's County,635,183,139,81,33,42,172,229,-57
24031703100,Census Tract 7031, Montgomery County,1242,137,300,93,89,55,389,425,-36
24031700902,Census Tract 7009.02, Montgomery County,1001,191,278,109,31,34,309,356,-47
24031701410,Census Tract 7014.10, Montgomery County,2846,568,647,258,244,142,891,727,164
24003701101,Census Tract 7011.01, Anne Arundel County,929,206,151,82,29,29,180,171,9
24510190300,Census Tract 1903, Baltimore city,498,186,12,12,9,10,21,85,-64
24510250207,Census Tract 2502.07, Baltimore city,644,197,95,61,57,39,152,246,-94
24033803519,Census Tract 8035.19, Prince George's County,1307,340,285,129,124,97,409,476,-67
24025305200,Census Tract 3052, Harford County,576,222,82,51,0,12,82,87,-5
24043011000,Census Tract 110, Washington County,742,145,166,60,0,17,166,248,-82
24033803401,Census Tract 8034.01, Prince George's County,258,116,23,25,0,12,23,109,-86
24025303101,Census Tract 3031.01, Harford County,1332,278,326,166,20,35,346,356,-10
24039930500,Census Tract 9305, Somerset County,855,163,150,103,51,33,201,172,29
24021750600,Census Tract 7506, Frederick County,845,221,569,178,34,28,603,670,-67
24033804802,Census Tract 8048.02, Prince George's County,748,183,125,84,36,30,161,100,61
24047951500,Census Tract 9515, Worcester County,1017,225,246,110,39,36,285,135,150
24025303203,Census Tract 3032.03, Harford County,931,176,165,63,16,23,181,240,-59
24027606906,Census Tract 6069.06, Howard County,2258,409,423,172,255,118,678,587,91
24031701306,Census Tract 7013.06, Montgomery County,623,102,53,47,38,39,91,209,-118
24021751901,Census Tract 7519.01, Frederick County,1185,146,135,67,61,38,196,194,2
24025301107,Census Tract 3011.07, Harford County,574,190,134,88,23,36,157,287,-130
24025301704,Census Tract 3017.04, Harford County,988,234,344,119,66,46,410,361,49
24001001100,Census Tract 11, Allegany County,213,59,34,26,42,30,76,89,-13
24031701214,Census Tract 7012.14, Montgomery County,791,122,64,36,271,80,335,437,-102
24031706009,Census Tract 7060.09, Montgomery County,1594,329,222,121,71,53,293,235,58
24031700204,Census Tract 7002.04, Montgomery County,437,107,113,41,0,12,113,178,-65
24003706700,Census Tract 7067, Anne Arundel County,3854,1009,3613,1030,34,34,3647,4144,-497
24031701414,Census Tract 7014.14, Montgomery County,2122,568,672,294,53,62,725,1006,-281
24045010606,Census Tract 106.06, Wicomico County,706,122,123,75,44,32,167,343,-176
24013504202,Census Tract 5042.02, Carroll County,1384,259,334,175,72,57,406,195,211
24005403802,Census Tract 4038.02, Baltimore County,835,218,109,63,31,28,140,163,-23
24009860702,Census Tract 8607.02, Calvert County,817,194,199,99,45,42,244,222,22
24025301601,Census Tract 3016.01, Harford County,1886,402,412,148,77,65,489,666,-177
24043011500,Census Tract 115, Washington County,1811,283,285,162,50,64,335,443,-108
24043011201,Census Tract 112.01, Washington County,2228,265,403,147,121,98,524,725,-201
24021775302,Census Tract 7753.02, Frederick County,1214,148,138,47,81,57,219,176,43
24510270302,Census Tract 2703.02, Baltimore city,406,98,126,80,27,22,153,115,38
24033806200,Census Tract 8062, Prince George's County,1050,251,208,83,149,82,357,295,62
24033803527,Census Tract 8035.27, Prince George's County,693,198,193,99,153,115,346,250,96
24033803512,Census Tract 8035.12, Prince George's County,1807,381,565,203,326,144,891,1110,-219
24005411308,Census Tract 4113.08, Baltimore County,970,253,232,105,62,49,294,284,10
24021775400,Census Tract 7754, Frederick County,757,189,120,58,46,37,166,220,-54
24005451701,Census Tract 4517.01, Baltimore County,753,170,88,60,59,46,147,140,7
24021750702,Census Tract 7507.02, Frederick County,737,227,114,60,21,25,135,534,-399
24033801708,Census Tract 8017.08, Prince George's County,889,221,226,168,0,12,226,224,2
24027601108,Census Tract 6011.08, Howard County,1045,177,221,88,123,51,344,476,-132
24013514201,Census Tract 5142.01, Carroll County,1139,156,222,82,81,60,303,357,-54
24031701408,Census Tract 7014.08, Montgomery County,1749,261,428,166,126,77,554,448,106
24510090300,Census Tract 903, Baltimore city,962,235,230,104,55,43,285,220,65
24033803514,Census Tract 8035.14, Prince George's County,1269,322,181,189,300,146,481,283,198
24005491701,Census Tract 4917.01, Baltimore County,980,150,266,107,162,80,428,517,-89
24031700905,Census Tract 7009.05, Montgomery County,1011,189,142,77,76,44,218,222,-4
24017851302,Census Tract 8513.02, Charles County,1073,237,232,95,27,26,259,151,108
24510260501,Census Tract 2605.01, Baltimore city,998,449,71,51,55,60,126,196,-70
24033804002,Census Tract 8040.02, Prince George's County,1141,300,172,99,72,60,244,190,54
24017850400,Census Tract 8504, Charles County,713,155,58,34,10,18,68,228,-160
24033807304,Census Tract 8073.04, Prince George's County,472,124,103,46,17,14,120,121,-1
24005492402,Census Tract 4924.02, Baltimore County,1240,382,319,151,148,118,467,771,-304
24033802803,Census Tract 8028.03, Prince George's County,1322,312,127,86,101,86,228,309,-81
24037876001,Census Tract 8760.01, St. Mary's County,1220,415,262,112,47,46,309,437,-128
24510200701,Census Tract 2007.01, Baltimore city,942,243,184,115,11,18,195,230,-35
24025303201,Census Tract 3032.01, Harford County,1302,216,209,91,55,36,264,384,-120
24025301602,Census Tract 3016.02, Harford County,2485,362,869,231,121,116,990,772,218
24025303400,Census Tract 3034, Harford County,1270,126,230,76,58,39,288,342,-54
24025301201,Census Tract 3012.01, Harford County,405,61,71,30,11,15,82,130,-48
24025306300,Census Tract 3063, Harford County,757,151,144,66,111,57,255,141,114
24005411302,Census Tract 4113.02, Baltimore County,1013,168,123,66,37,27,160,181,-21
24031700833,Census Tract 7008.33, Montgomery County,982,274,162,78,29,33,191,337,-146
24031701307,Census Tract 7013.07, Montgomery County,1319,268,283,81,79,48,362,504,-142
24035810400,Census Tract 8104, Queen Anne's County,1420,291,262,122,32,36,294,265,29
24510110200,Census Tract 1102, Baltimore city,1508,295,559,170,797,222,1356,1249,107
24005440400,Census Tract 4404, Baltimore County,993,232,147,96,69,75,216,434,-218
24005490500,Census Tract 4905, Baltimore County,995,127,109,58,110,66,219,245,-26
24031703210,Census Tract 7032.10, Montgomery County,712,91,83,48,33,26,116,353,-237
24037875801,Census Tract 8758.01, St. Mary's County,505,115,174,75,14,14,188,197,-9
24510160801,Census Tract 1608.01, Baltimore city,659,292,132,122,34,55,166,106,60
24031701314,Census Tract 7013.14, Montgomery County,870,161,210,95,83,52,293,295,-2
24031701312,Census Tract 7013.12, Montgomery County,2116,256,509,185,195,141,704,541,163
24035810700,Census Tract 8107, Queen Anne's County,913,205,130,78,40,33,170,180,-10
24035810902,Census Tract 8109.02, Queen Anne's County,701,120,156,71,59,44,215,223,-8
24510270903,Census Tract 2709.03, Baltimore city,2860,800,2373,673,105,77,2478,1923,555
24033802002,Census Tract 8020.02, Prince George's County,854,235,361,138,22,28,383,289,94
24033805000,Census Tract 8050, Prince George's County,1745,455,358,282,246,168,604,510,94
24033801215,Census Tract 8012.15, Prince George's County,697,116,187,59,38,24,225,198,27
24031703208,Census Tract 7032.08, Montgomery County,1747,281,188,83,89,49,277,153,124
24005408702,Census Tract 4087.02, Baltimore County,516,104,80,44,0,12,80,178,-98
24005440900,Census Tract 4409, Baltimore County,833,221,164,78,60,39,224,333,-109
24510270600,Census Tract 2706, Baltimore city,901,278,195,144,134,68,329,375,-46
24005450504,Census Tract 4505.04, Baltimore County,1306,442,122,96,0,17,122,377,-255
24033801500,Census Tract 8015, Prince George's County,662,157,98,51,39,21,137,134,3
24039980400,Census Tract 9804, Somerset County,423,180,37,26,0,12,37,49,-12
24025305300,Census Tract 3053, Harford County,349,63,70,37,13,14,83,129,-46
24021740200,Census Tract 7402, Frederick County,1111,153,175,79,72,52,247,388,-141
24021751701,Census Tract 7517.01, Frederick County,508,86,108,60,38,38,146,151,-5
24023000300,Census Tract 3, Garrett County,646,118,124,62,12,19,136,63,73
24043010802,Census Tract 108.02, Washington County,548,131,52,41,20,17,72,165,-93
24005408400,Census Tract 4084, Baltimore County,133,50,11,11,48,27,59,6,53
24035810300,Census Tract 8103, Queen Anne's County,967,204,204,113,57,40,261,303,-42
24017850902,Census Tract 8509.02, Charles County,1186,276,322,146,47,34,369,226,143
24039930101,Census Tract 9301.01, Somerset County,3920,409,2573,338,187,119,2760,3095,-335
24031703602,Census Tract 7036.02, Montgomery County,635,176,83,53,39,39,122,153,-31
24031703404,Census Tract 7034.04, Montgomery County,718,156,203,85,24,18,227,203,24
24005451100,Census Tract 4511, Baltimore County,710,102,83,46,53,42,136,143,-7
24009860102,Census Tract 8601.02, Calvert County,623,115,68,42,33,28,101,109,-8
24009860101,Census Tract 8601.01, Calvert County,670,131,127,68,21,24,148,159,-11
24009860501,Census Tract 8605.01, Calvert County,2316,347,312,112,222,182,534,387,147
24009860801,Census Tract 8608.01, Calvert County,1728,275,448,167,76,61,524,495,29
24037875901,Census Tract 8759.01, St. Mary's County,1793,385,537,239,159,102,696,605,91
24031701423,Census Tract 7014.23, Montgomery County,1473,247,265,105,78,39,343,483,-140
24033801905,Census Tract 8019.05, Prince George's County,1263,276,325,137,85,41,410,556,-146
24003740304,Census Tract 7403.04, Anne Arundel County,1496,341,550,214,124,86,674,460,214
24013505102,Census Tract 5051.02, Carroll County,1439,190,343,97,67,55,410,387,23
24013508102,Census Tract 5081.02, Carroll County,681,175,128,81,54,37,182,158,24
24013506102,Census Tract 5061.02, Carroll County,893,183,237,87,70,52,307,282,25
24017850712,Census Tract 8507.12, Charles County,1434,336,384,155,95,54,479,398,81
24013501002,Census Tract 5010.02, Carroll County,760,291,188,108,38,60,226,369,-143
24003702602,Census Tract 7026.02, Anne Arundel County,1368,219,203,167,28,33,231,226,5
24031701509,Census Tract 7015.09, Montgomery County,2177,420,558,195,37,43,595,809,-214
24031701505,Census Tract 7015.05, Montgomery County,2184,496,544,194,182,104,726,661,65
24031705601,Census Tract 7056.01, Montgomery County,733,133,69,60,15,17,84,85,-1
24031705903,Census Tract 7059.03, Montgomery County,1388,210,99,76,87,59,186,243,-57
24003731307,Census Tract 7313.07, Anne Arundel County,1704,373,402,194,189,131,591,678,-87
24005408507,Census Tract 4085.07, Baltimore County,1702,400,584,283,230,98,814,604,210
24005440500,Census Tract 4405, Baltimore County,648,98,42,29,32,30,74,162,-88
24033801213,Census Tract 8012.13, Prince George's County,758,226,74,42,50,54,124,129,-5
24510080101,Census Tract 801.01, Baltimore city,1007,249,99,70,53,40,152,126,26
24031704804,Census Tract 7048.04, Montgomery County,255,64,8,13,61,36,69,241,-172
24013511000,Census Tract 5110, Carroll County,828,147,173,65,8,13,181,252,-71
24013506101,Census Tract 5061.01, Carroll County,1213,194,363,135,26,26,389,424,-35
24013509001,Census Tract 5090.01, Carroll County,1100,200,162,81,26,24,188,261,-73
24025303606,Census Tract 3036.06, Harford County,1060,135,171,70,96,50,267,147,120
24005491402,Census Tract 4914.02, Baltimore County,750,233,263,124,50,44,313,269,44
24510010300,Census Tract 103, Baltimore city,318,98,57,40,156,56,213,340,-127
24031700400,Census Tract 7004, Montgomery County,462,102,125,53,7,9,132,141,-9
24031700826,Census Tract 7008.26, Montgomery County,1339,186,106,76,107,78,213,143,70
24031700616,Census Tract 7006.16, Montgomery County,1422,234,356,170,84,42,440,328,112
24005400600,Census Tract 4006, Baltimore County,699,190,191,129,27,25,218,280,-62
24510280404,Census Tract 2804.04, Baltimore city,549,186,98,69,31,25,129,167,-38
24017850711,Census Tract 8507.11, Charles County,1595,326,304,126,115,82,419,429,-10
24017851001,Census Tract 8510.01, Charles County,882,166,203,112,8,14,211,145,66
24033800211,Census Tract 8002.11, Prince George's County,949,375,206,166,126,106,332,231,101
24021770700,Census Tract 7707, Frederick County,696,112,129,54,18,21,147,195,-48
24033807410,Census Tract 8074.10, Prince George's County,1329,263,329,146,71,50,400,260,140
24033801217,Census Tract 8012.17, Prince George's County,896,158,249,108,73,49,322,326,-4
24031700105,Census Tract 7001.05, Montgomery County,1852,378,575,246,82,74,657,662,-5
24003740104,Census Tract 7401.04, Anne Arundel County,2787,481,843,267,217,110,1060,873,187
24031700606,Census Tract 7006.06, Montgomery County,1204,169,153,79,83,55,236,240,-4
24031700613,Census Tract 7006.13, Montgomery County,1779,229,366,116,192,91,558,458,100
24031703221,Census Tract 7032.21, Montgomery County,1580,223,245,89,193,91,438,410,28
24027602306,Census Tract 6023.06, Howard County,1556,274,196,104,152,96,348,399,-51
24027603003,Census Tract 6030.03, Howard County,1098,156,203,85,68,40,271,255,16
24017850713,Census Tract 8507.13, Charles County,2279,464,341,153,195,164,536,516,20
24033801600,Census Tract 8016, Prince George's County,527,236,277,173,12,19,289,48,241
24033803605,Census Tract 8036.05, Prince George's County,1694,306,270,108,119,57,389,726,-337
24027606806,Census Tract 6068.06, Howard County,2619,305,389,171,159,101,548,600,-52
24005490701,Census Tract 4907.01, Baltimore County,293,71,55,43,30,30,85,62,23
